Order_Item_ID,Order_ID,Product_ID,Quantity,Discount,Unit_Price,Cost_Price,Revenue,Cost,Profit,Profit_Margin
ITEM0034483,ORD014675,PROD0056,1,0.2,135.33,86.25,108.26,86.25,22.01,0.2033
ITEM0034484,ORD005678,PROD0161,1,0.0,70.13,57.38,70.13,57.38,12.75,0.1818
ITEM0034485,ORD011453,PROD0062,2,0.1,59.56,32.11,107.21,64.22,42.99,0.401
ITEM0034486,ORD009745,PROD0066,3,0.2,72.77,37.04,174.65,111.12,63.53,0.3637
ITEM0034487,ORD014107,PROD0167,5,0.25,50.0,40.87,187.5,204.35,-16.85,-0.0899
ITEM0034488,ORD010287,PROD0193,1,0.05,50.0,28.62,47.5,28.62,18.88,0.3975
ITEM0034489,ORD016229,PROD0166,2,0.1,50.0,25.37,90.0,50.74,39.26,0.4362
ITEM0034490,ORD006632,PROD0130,1,0.2,50.0,27.31,40.0,27.31,12.69,0.3173
ITEM0034491,ORD005630,PROD0141,3,0.15,152.83,88.6,389.72,265.8,123.92,0.318
ITEM0034492,ORD000455,PROD0044,1,0.2,61.74,36.8,49.39,36.8,12.59,0.2549
ITEM0034493,ORD000958,PROD0127,4,0.15,50.0,27.26,170.0,109.04,60.96,0.3586
ITEM0034494,ORD016101,PROD0049,2,0.0,50.0,36.9,100.0,73.8,26.2,0.262
ITEM0034495,ORD011832,PROD0147,1,0.15,97.88,77.77,83.2,77.77,5.43,0.0652
ITEM0034496,ORD001748,PROD0054,4,0.1,50.0,25.39,180.0,101.56,78.44,0.4358
ITEM0034497,ORD011015,PROD0004,6,0.1,88.05,44.87,475.47,269.22,206.25,0.4338
ITEM0034498,ORD016524,PROD0036,2,0.05,72.1,51.47,136.99,102.94,34.05,0.2486
ITEM0034499,ORD016833,PROD0143,3,0.15,219.55,139.82,559.85,419.46,140.39,0.2508
ITEM0034500,ORD000153,PROD0181,1,0.0,90.92,55.75,90.92,55.75,35.17,0.3868
ITEM0034501,ORD003134,PROD0156,2,0.05,123.92,95.19,235.45,190.38,45.07,0.1914
ITEM0034502,ORD017268,PROD0072,6,0.1,187.3,137.9,1011.42,827.4,184.02,0.1819
ITEM0034503,ORD000660,PROD0161,1,0.2,70.13,57.38,56.1,57.38,-1.28,-0.0227
ITEM0034504,ORD018925,PROD0169,1,0.05,163.46,127.47,155.29,127.47,27.82,0.1791
ITEM0034505,ORD002746,PROD0047,3,0.0,99.01,67.69,297.03,203.07,93.96,0.3163
ITEM0034506,ORD006046,PROD0134,2,0.0,115.97,84.08,231.94,168.16,63.78,0.275
ITEM0034507,ORD002819,PROD0192,1,0.1,50.0,26.16,45.0,26.16,18.84,0.4187
ITEM0034508,ORD016089,PROD0014,2,0.0,60.81,40.32,121.62,80.64,40.98,0.337
ITEM0034509,ORD002480,PROD0091,2,0.05,147.87,76.33,280.95,152.66,128.29,0.4566
ITEM0034510,ORD006679,PROD0064,1,0.05,50.0,35.17,47.5,35.17,12.33,0.2596
ITEM0034511,ORD004159,PROD0039,3,0.0,145.43,104.53,436.29,313.59,122.7,0.2812
ITEM0034512,ORD012674,PROD0118,2,0.2,277.1,170.43,443.36,340.86,102.5,0.2312
ITEM0034513,ORD004921,PROD0176,2,0.05,242.96,158.33,461.62,316.66,144.96,0.314
ITEM0034514,ORD010874,PROD0060,1,0.15,50.0,33.91,42.5,33.91,8.59,0.2021
ITEM0034515,ORD000536,PROD0058,1,0.15,50.0,34.87,42.5,34.87,7.63,0.1795
ITEM0034516,ORD013781,PROD0134,3,0.15,115.97,84.08,295.72,252.24,43.48,0.147
ITEM0034517,ORD009779,PROD0190,1,0.05,50.0,29.21,47.5,29.21,18.29,0.3851
ITEM0034518,ORD019508,PROD0014,2,0.0,60.81,40.32,121.62,80.64,40.98,0.337
ITEM0034519,ORD011265,PROD0086,5,0.05,50.0,33.24,237.5,166.2,71.3,0.3002
ITEM0034520,ORD014381,PROD0111,2,0.2,209.98,139.44,335.97,278.88,57.09,0.1699
ITEM0034521,ORD007199,PROD0155,3,0.25,80.46,51.13,181.04,153.39,27.64,0.1527
ITEM0034522,ORD006778,PROD0148,1,0.2,67.87,53.94,54.3,53.94,0.36,0.0066
ITEM0034523,ORD019302,PROD0134,2,0.15,115.97,84.08,197.15,168.16,28.99,0.147
ITEM0034524,ORD015796,PROD0059,1,0.05,90.74,69.09,86.2,69.09,17.11,0.1985
ITEM0034525,ORD008664,PROD0152,2,0.2,206.91,163.67,331.06,327.34,3.72,0.0112
ITEM0034526,ORD003476,PROD0057,1,0.0,85.82,49.99,85.82,49.99,35.83,0.4175
ITEM0034527,ORD004004,PROD0084,3,0.0,50.0,26.17,150.0,78.51,71.49,0.4766
ITEM0034528,ORD010162,PROD0030,1,0.05,50.0,34.43,47.5,34.43,13.07,0.2752
ITEM0034529,ORD019638,PROD0179,2,0.2,128.35,98.71,205.36,197.42,7.94,0.0387
ITEM0034530,ORD019100,PROD0182,1,0.05,104.37,64.95,99.15,64.95,34.2,0.3449
ITEM0034531,ORD009505,PROD0031,3,0.05,67.69,40.86,192.92,122.58,70.34,0.3646
ITEM0034532,ORD010217,PROD0196,1,0.15,53.91,37.86,45.82,37.86,7.96,0.1738
ITEM0034533,ORD012514,PROD0048,1,0.0,71.92,45.07,71.92,45.07,26.85,0.3733
ITEM0034534,ORD003973,PROD0141,1,0.0,152.83,88.6,152.83,88.6,64.23,0.4203
ITEM0034535,ORD014536,PROD0089,5,0.1,127.62,63.94,574.29,319.7,254.59,0.4433
ITEM0034536,ORD004097,PROD0055,3,0.05,50.0,32.89,142.5,98.67,43.83,0.3076
ITEM0034537,ORD016222,PROD0034,4,0.2,50.0,28.03,160.0,112.12,47.88,0.2992
ITEM0034538,ORD004905,PROD0179,3,0.2,128.35,98.71,308.04,296.13,11.91,0.0387
ITEM0034539,ORD006391,PROD0114,3,0.15,110.74,75.02,282.39,225.06,57.33,0.203
ITEM0034540,ORD011624,PROD0170,1,0.05,153.91,111.94,146.21,111.94,34.27,0.2344
ITEM0034541,ORD016146,PROD0099,2,0.15,50.0,32.49,85.0,64.98,20.02,0.2355
ITEM0034542,ORD002843,PROD0119,2,0.15,79.18,43.33,134.61,86.66,47.95,0.3562
ITEM0034543,ORD002708,PROD0135,2,0.05,87.37,53.75,166.0,107.5,58.5,0.3524
ITEM0034544,ORD009484,PROD0124,1,0.3,50.0,40.87,35.0,40.87,-5.87,-0.1677
ITEM0034545,ORD016661,PROD0146,2,0.1,50.0,38.15,90.0,76.3,13.7,0.1522
ITEM0034546,ORD005480,PROD0142,1,0.15,54.01,31.46,45.91,31.46,14.45,0.3147
ITEM0034547,ORD015522,PROD0008,2,0.05,78.39,39.25,148.94,78.5,70.44,0.4729
ITEM0034548,ORD017853,PROD0091,4,0.05,147.87,76.33,561.91,305.32,256.59,0.4566
ITEM0034549,ORD004569,PROD0160,5,0.0,426.79,220.08,2133.95,1100.4,1033.55,0.4843
ITEM0034550,ORD018239,PROD0125,2,0.25,315.84,254.61,473.76,509.22,-35.46,-0.0748
ITEM0034551,ORD012118,PROD0182,1,0.0,104.37,64.95,104.37,64.95,39.42,0.3777
ITEM0034552,ORD004736,PROD0018,4,0.1,60.46,33.1,217.66,132.4,85.26,0.3917
ITEM0034553,ORD002146,PROD0180,2,0.05,50.0,27.92,95.0,55.84,39.16,0.4122
ITEM0034554,ORD014735,PROD0002,1,0.1,56.06,28.74,50.45,28.74,21.71,0.4304
ITEM0034555,ORD016660,PROD0099,4,0.25,50.0,32.49,150.0,129.96,20.04,0.1336
ITEM0034556,ORD015180,PROD0018,1,0.15,60.46,33.1,51.39,33.1,18.29,0.3559
ITEM0034557,ORD015577,PROD0007,5,0.1,161.81,120.29,728.14,601.45,126.69,0.174
ITEM0034558,ORD015598,PROD0031,2,0.05,67.69,40.86,128.61,81.72,46.89,0.3646
ITEM0034559,ORD010670,PROD0072,2,0.0,187.3,137.9,374.6,275.8,98.8,0.2637
ITEM0034560,ORD003202,PROD0123,3,0.05,50.0,26.96,142.5,80.88,61.62,0.4324
ITEM0034561,ORD012706,PROD0029,2,0.15,62.56,50.25,106.35,100.5,5.85,0.055
ITEM0034562,ORD008193,PROD0108,1,0.0,50.0,27.71,50.0,27.71,22.29,0.4458
ITEM0034563,ORD003033,PROD0111,6,0.05,209.98,139.44,1196.89,836.64,360.25,0.301
ITEM0034564,ORD009961,PROD0009,2,0.2,59.78,43.96,95.65,87.92,7.73,0.0808
ITEM0034565,ORD002641,PROD0028,1,0.05,138.76,91.43,131.82,91.43,40.39,0.3064
ITEM0034566,ORD016825,PROD0157,2,0.05,328.74,269.33,624.61,538.66,85.95,0.1376
ITEM0034567,ORD017980,PROD0188,1,0.05,50.0,32.31,47.5,32.31,15.19,0.3198
ITEM0034568,ORD002797,PROD0193,4,0.05,50.0,28.62,190.0,114.48,75.52,0.3975
ITEM0034569,ORD014951,PROD0177,3,0.15,60.05,42.86,153.13,128.58,24.55,0.1603
ITEM0034570,ORD005124,PROD0125,2,0.05,315.84,254.61,600.1,509.22,90.88,0.1514
ITEM0034571,ORD007035,PROD0067,1,0.05,67.01,47.53,63.66,47.53,16.13,0.2534
ITEM0034572,ORD004513,PROD0105,1,0.0,94.39,65.45,94.39,65.45,28.94,0.3066
ITEM0034573,ORD005442,PROD0020,2,0.1,128.34,64.99,231.01,129.98,101.03,0.4373
ITEM0034574,ORD011033,PROD0143,3,0.15,219.55,139.82,559.85,419.46,140.39,0.2508
ITEM0034575,ORD002251,PROD0107,3,0.15,51.05,30.21,130.18,90.63,39.55,0.3038
ITEM0034576,ORD012725,PROD0143,3,0.2,219.55,139.82,526.92,419.46,107.46,0.2039
ITEM0034577,ORD003944,PROD0071,5,0.2,50.0,28.05,200.0,140.25,59.75,0.2988
ITEM0034578,ORD017761,PROD0040,1,0.0,50.0,30.64,50.0,30.64,19.36,0.3872
ITEM0034579,ORD001794,PROD0086,3,0.15,50.0,33.24,127.5,99.72,27.78,0.2179
ITEM0034580,ORD018400,PROD0037,2,0.0,50.0,32.44,100.0,64.88,35.12,0.3512
ITEM0034581,ORD007097,PROD0173,6,0.0,88.69,47.87,532.14,287.22,244.92,0.4603
ITEM0034582,ORD000050,PROD0138,2,0.05,168.35,131.12,319.86,262.24,57.62,0.1802
ITEM0034583,ORD014650,PROD0189,1,0.05,56.6,37.28,53.77,37.28,16.49,0.3067
ITEM0034584,ORD014806,PROD0015,1,0.25,102.68,79.73,77.01,79.73,-2.72,-0.0353
ITEM0034585,ORD009036,PROD0110,2,0.05,60.51,46.69,114.97,93.38,21.59,0.1878
ITEM0034586,ORD016552,PROD0158,2,0.0,73.52,40.03,147.04,80.06,66.98,0.4555
ITEM0034587,ORD002453,PROD0052,5,0.0,50.0,25.63,250.0,128.15,121.85,0.4874
ITEM0034588,ORD015395,PROD0098,2,0.05,50.0,39.15,95.0,78.3,16.7,0.1758
ITEM0034589,ORD005553,PROD0037,2,0.2,50.0,32.44,80.0,64.88,15.12,0.189
ITEM0034590,ORD016374,PROD0025,1,0.1,62.09,45.3,55.88,45.3,10.58,0.1893
ITEM0034591,ORD003794,PROD0123,3,0.3,50.0,26.96,105.0,80.88,24.12,0.2297
ITEM0034592,ORD016337,PROD0001,1,0.05,58.57,35.68,55.64,35.68,19.96,0.3588
ITEM0034593,ORD013681,PROD0200,3,0.05,50.0,30.45,142.5,91.35,51.15,0.3589
ITEM0034594,ORD001796,PROD0003,1,0.1,117.9,89.08,106.11,89.08,17.03,0.1605
ITEM0034595,ORD008105,PROD0139,3,0.0,101.12,67.56,303.36,202.68,100.68,0.3319
ITEM0034596,ORD004386,PROD0194,3,0.1,50.49,38.74,136.32,116.22,20.1,0.1475
ITEM0034597,ORD002387,PROD0104,5,0.2,117.75,66.96,471.0,334.8,136.2,0.2892
ITEM0034598,ORD008466,PROD0072,4,0.15,187.3,137.9,636.82,551.6,85.22,0.1338
ITEM0034599,ORD002192,PROD0008,4,0.0,78.39,39.25,313.56,157.0,156.56,0.4993
ITEM0034600,ORD014506,PROD0015,1,0.0,102.68,79.73,102.68,79.73,22.95,0.2235
ITEM0034601,ORD016393,PROD0015,3,0.25,102.68,79.73,231.03,239.19,-8.16,-0.0353
ITEM0034602,ORD012603,PROD0033,2,0.1,50.0,27.08,90.0,54.16,35.84,0.3982
ITEM0034603,ORD002866,PROD0179,2,0.1,128.35,98.71,231.03,197.42,33.61,0.1455
ITEM0034604,ORD007346,PROD0123,4,0.05,50.0,26.96,190.0,107.84,82.16,0.4324
ITEM0034605,ORD000856,PROD0194,2,0.05,50.49,38.74,95.93,77.48,18.45,0.1923
ITEM0034606,ORD011317,PROD0072,5,0.0,187.3,137.9,936.5,689.5,247.0,0.2637
ITEM0034607,ORD010787,PROD0059,2,0.2,90.74,69.09,145.18,138.18,7.0,0.0482
ITEM0034608,ORD011552,PROD0072,1,0.05,187.3,137.9,177.94,137.9,40.03,0.225
ITEM0034609,ORD018719,PROD0167,1,0.0,50.0,40.87,50.0,40.87,9.13,0.1826
ITEM0034610,ORD011334,PROD0037,5,0.05,50.0,32.44,237.5,162.2,75.3,0.3171
ITEM0034611,ORD019248,PROD0113,1,0.05,92.79,52.66,88.15,52.66,35.49,0.4026
ITEM0034612,ORD001161,PROD0129,2,0.1,134.68,110.08,242.42,220.16,22.26,0.0918
ITEM0034613,ORD007851,PROD0104,3,0.15,117.75,66.96,300.26,200.88,99.38,0.331
ITEM0034614,ORD017858,PROD0039,2,0.2,145.43,104.53,232.69,209.06,23.63,0.1015
ITEM0034615,ORD016437,PROD0148,1,0.15,67.87,53.94,57.69,53.94,3.75,0.065
ITEM0034616,ORD003123,PROD0184,5,0.05,118.93,72.66,564.92,363.3,201.62,0.3569
ITEM0034617,ORD018437,PROD0172,2,0.25,50.0,37.17,75.0,74.34,0.66,0.0088
ITEM0034618,ORD015602,PROD0085,1,0.0,67.54,54.5,67.54,54.5,13.04,0.1931
ITEM0034619,ORD007601,PROD0184,4,0.1,118.93,72.66,428.15,290.64,137.51,0.3212
ITEM0034620,ORD016637,PROD0191,2,0.15,53.71,31.35,91.31,62.7,28.61,0.3133
ITEM0034621,ORD003522,PROD0036,1,0.05,72.1,51.47,68.49,51.47,17.02,0.2486
ITEM0034622,ORD018108,PROD0076,1,0.05,72.65,53.53,69.02,53.53,15.49,0.2244
ITEM0034623,ORD001985,PROD0192,2,0.0,50.0,26.16,100.0,52.32,47.68,0.4768
ITEM0034624,ORD001393,PROD0118,1,0.25,277.1,170.43,207.82,170.43,37.4,0.1799
ITEM0034625,ORD009088,PROD0142,3,0.15,54.01,31.46,137.73,94.38,43.35,0.3147
ITEM0034626,ORD013196,PROD0151,3,0.1,298.38,204.27,805.63,612.81,192.82,0.2393
ITEM0034627,ORD004922,PROD0076,1,0.05,72.65,53.53,69.02,53.53,15.49,0.2244
ITEM0034628,ORD016138,PROD0095,2,0.05,50.0,39.79,95.0,79.58,15.42,0.1623
ITEM0034629,ORD003028,PROD0030,3,0.1,50.0,34.43,135.0,103.29,31.71,0.2349
ITEM0034630,ORD018398,PROD0006,3,0.05,59.81,39.24,170.46,117.72,52.74,0.3094
ITEM0034631,ORD002372,PROD0162,1,0.2,50.0,27.15,40.0,27.15,12.85,0.3213
ITEM0034632,ORD011304,PROD0138,2,0.1,168.35,131.12,303.03,262.24,40.79,0.1346
ITEM0034633,ORD009678,PROD0073,1,0.05,80.71,55.87,76.67,55.87,20.8,0.2713
ITEM0034634,ORD012476,PROD0025,1,0.0,62.09,45.3,62.09,45.3,16.79,0.2704
ITEM0034635,ORD017483,PROD0093,1,0.0,50.0,34.31,50.0,34.31,15.69,0.3138
ITEM0034636,ORD012764,PROD0143,2,0.0,219.55,139.82,439.1,279.64,159.46,0.3632
ITEM0034637,ORD016565,PROD0085,4,0.0,67.54,54.5,270.16,218.0,52.16,0.1931
ITEM0034638,ORD008544,PROD0103,1,0.1,97.3,56.35,87.57,56.35,31.22,0.3565
ITEM0034639,ORD009023,PROD0118,1,0.0,277.1,170.43,277.1,170.43,106.67,0.385
ITEM0034640,ORD000609,PROD0022,1,0.05,59.22,31.23,56.26,31.23,25.03,0.4449
ITEM0034641,ORD000772,PROD0133,1,0.1,176.2,117.46,158.58,117.46,41.12,0.2593
ITEM0034642,ORD002233,PROD0140,4,0.0,182.31,100.15,729.24,400.6,328.64,0.4507
ITEM0034643,ORD003209,PROD0034,1,0.2,50.0,28.03,40.0,28.03,11.97,0.2992
ITEM0034644,ORD007134,PROD0072,4,0.25,187.3,137.9,561.9,551.6,10.3,0.0183
ITEM0034645,ORD003712,PROD0116,1,0.0,180.36,136.28,180.36,136.28,44.08,0.2444
ITEM0034646,ORD010593,PROD0194,1,0.25,50.49,38.74,37.87,38.74,-0.87,-0.023
ITEM0034647,ORD019668,PROD0192,1,0.1,50.0,26.16,45.0,26.16,18.84,0.4187
ITEM0034648,ORD012475,PROD0044,5,0.05,61.74,36.8,293.26,184.0,109.26,0.3726
ITEM0034649,ORD000844,PROD0134,2,0.15,115.97,84.08,197.15,168.16,28.99,0.147
ITEM0034650,ORD013656,PROD0144,2,0.05,50.0,26.05,95.0,52.1,42.9,0.4516
ITEM0034651,ORD000274,PROD0024,1,0.05,134.86,95.09,128.12,95.09,33.03,0.2578
ITEM0034652,ORD007005,PROD0185,1,0.2,50.0,30.06,40.0,30.06,9.94,0.2485
ITEM0034653,ORD015127,PROD0029,4,0.05,62.56,50.25,237.73,201.0,36.73,0.1545
ITEM0034654,ORD015441,PROD0043,2,0.0,50.0,29.9,100.0,59.8,40.2,0.402
ITEM0034655,ORD004831,PROD0093,2,0.0,50.0,34.31,100.0,68.62,31.38,0.3138
ITEM0034656,ORD004082,PROD0006,2,0.0,59.81,39.24,119.62,78.48,41.14,0.3439
ITEM0034657,ORD010616,PROD0004,3,0.1,88.05,44.87,237.74,134.61,103.12,0.4338
ITEM0034658,ORD001481,PROD0115,1,0.15,50.0,29.87,42.5,29.87,12.63,0.2972
ITEM0034659,ORD012401,PROD0164,1,0.2,50.0,38.06,40.0,38.06,1.94,0.0485
ITEM0034660,ORD002525,PROD0128,1,0.15,78.29,46.8,66.55,46.8,19.75,0.2967
ITEM0034661,ORD015942,PROD0182,1,0.0,104.37,64.95,104.37,64.95,39.42,0.3777
ITEM0034662,ORD006336,PROD0039,1,0.1,145.43,104.53,130.89,104.53,26.36,0.2014
ITEM0034663,ORD018912,PROD0057,1,0.15,85.82,49.99,72.95,49.99,22.96,0.3147
ITEM0034664,ORD008013,PROD0110,2,0.05,60.51,46.69,114.97,93.38,21.59,0.1878
ITEM0034665,ORD013435,PROD0184,5,0.0,118.93,72.66,594.65,363.3,231.35,0.3891
ITEM0034666,ORD010382,PROD0180,4,0.0,50.0,27.92,200.0,111.68,88.32,0.4416
ITEM0034667,ORD011628,PROD0138,4,0.1,168.35,131.12,606.06,524.48,81.58,0.1346
ITEM0034668,ORD016338,PROD0101,2,0.05,50.0,25.39,95.0,50.78,44.22,0.4655
ITEM0034669,ORD017275,PROD0012,2,0.2,50.0,32.43,80.0,64.86,15.14,0.1892
ITEM0034670,ORD003103,PROD0138,6,0.1,168.35,131.12,909.09,786.72,122.37,0.1346
ITEM0034671,ORD000896,PROD0090,1,0.15,50.0,39.53,42.5,39.53,2.97,0.0699
ITEM0034672,ORD017335,PROD0093,1,0.0,50.0,34.31,50.0,34.31,15.69,0.3138
ITEM0034673,ORD019764,PROD0030,1,0.15,50.0,34.43,42.5,34.43,8.07,0.1899
ITEM0034674,ORD010910,PROD0194,2,0.15,50.49,38.74,85.83,77.48,8.35,0.0973
ITEM0034675,ORD019419,PROD0038,3,0.05,242.25,132.52,690.41,397.56,292.85,0.4242
ITEM0034676,ORD014996,PROD0134,1,0.05,115.97,84.08,110.17,84.08,26.09,0.2368
ITEM0034677,ORD004824,PROD0116,1,0.0,180.36,136.28,180.36,136.28,44.08,0.2444
ITEM0034678,ORD018252,PROD0114,1,0.1,110.74,75.02,99.67,75.02,24.65,0.2473
ITEM0034679,ORD015858,PROD0055,2,0.1,50.0,32.89,90.0,65.78,24.22,0.2691
ITEM0034680,ORD007242,PROD0007,5,0.15,161.81,120.29,687.69,601.45,86.24,0.1254
ITEM0034681,ORD016762,PROD0126,1,0.05,50.52,33.23,47.99,33.23,14.76,0.3076
ITEM0034682,ORD003635,PROD0013,2,0.0,114.05,62.92,228.1,125.84,102.26,0.4483
ITEM0034683,ORD000721,PROD0041,1,0.0,143.7,71.87,143.7,71.87,71.83,0.4999
ITEM0034684,ORD015501,PROD0007,3,0.1,161.81,120.29,436.89,360.87,76.02,0.174
ITEM0034685,ORD013399,PROD0086,1,0.05,50.0,33.24,47.5,33.24,14.26,0.3002
ITEM0034686,ORD004087,PROD0102,1,0.0,92.61,56.5,92.61,56.5,36.11,0.3899
ITEM0034687,ORD012062,PROD0191,2,0.0,53.71,31.35,107.42,62.7,44.72,0.4163
ITEM0034688,ORD009054,PROD0093,2,0.15,50.0,34.31,85.0,68.62,16.38,0.1927
ITEM0034689,ORD004657,PROD0140,3,0.0,182.31,100.15,546.93,300.45,246.48,0.4507
ITEM0034690,ORD017352,PROD0123,3,0.1,50.0,26.96,135.0,80.88,54.12,0.4009
ITEM0034691,ORD004007,PROD0033,1,0.0,50.0,27.08,50.0,27.08,22.92,0.4584
ITEM0034692,ORD016720,PROD0193,2,0.15,50.0,28.62,85.0,57.24,27.76,0.3266
ITEM0034693,ORD015237,PROD0039,2,0.25,145.43,104.53,218.14,209.06,9.09,0.0416
ITEM0034694,ORD007138,PROD0096,1,0.1,156.16,78.83,140.54,78.83,61.71,0.4391
ITEM0034695,ORD007508,PROD0034,1,0.1,50.0,28.03,45.0,28.03,16.97,0.3771
ITEM0034696,ORD018644,PROD0194,6,0.05,50.49,38.74,287.79,232.44,55.35,0.1923
ITEM0034697,ORD007456,PROD0018,2,0.05,60.46,33.1,114.87,66.2,48.67,0.4237
ITEM0034698,ORD006912,PROD0084,3,0.05,50.0,26.17,142.5,78.51,63.99,0.4491
ITEM0034699,ORD000918,PROD0020,1,0.1,128.34,64.99,115.51,64.99,50.52,0.4373
ITEM0034700,ORD019992,PROD0013,4,0.0,114.05,62.92,456.2,251.68,204.52,0.4483
ITEM0034701,ORD016639,PROD0093,6,0.1,50.0,34.31,270.0,205.86,64.14,0.2376
ITEM0034702,ORD002079,PROD0038,1,0.05,242.25,132.52,230.14,132.52,97.62,0.4242
ITEM0034703,ORD006930,PROD0196,1,0.25,53.91,37.86,40.43,37.86,2.57,0.0636
ITEM0034704,ORD018358,PROD0168,2,0.05,186.6,96.37,354.54,192.74,161.8,0.4564
ITEM0034705,ORD007001,PROD0132,3,0.15,50.0,38.76,127.5,116.28,11.22,0.088
ITEM0034706,ORD018040,PROD0099,1,0.0,50.0,32.49,50.0,32.49,17.51,0.3502
ITEM0034707,ORD011888,PROD0092,1,0.1,72.3,36.65,65.07,36.65,28.42,0.4368
ITEM0034708,ORD003869,PROD0088,2,0.05,50.0,36.9,95.0,73.8,21.2,0.2232
ITEM0034709,ORD001386,PROD0189,4,0.05,56.6,37.28,215.08,149.12,65.96,0.3067
ITEM0034710,ORD018040,PROD0196,3,0.1,53.91,37.86,145.56,113.58,31.98,0.2197
ITEM0034711,ORD003949,PROD0141,2,0.1,152.83,88.6,275.09,177.2,97.89,0.3559
ITEM0034712,ORD017581,PROD0155,2,0.25,80.46,51.13,120.69,102.26,18.43,0.1527
ITEM0034713,ORD018972,PROD0137,1,0.2,50.0,31.74,40.0,31.74,8.26,0.2065
ITEM0034714,ORD012941,PROD0027,2,0.05,55.97,35.48,106.34,70.96,35.38,0.3327
ITEM0034715,ORD014307,PROD0096,2,0.05,156.16,78.83,296.7,157.66,139.04,0.4686
ITEM0034716,ORD005481,PROD0167,1,0.15,50.0,40.87,42.5,40.87,1.63,0.0384
ITEM0034717,ORD013056,PROD0156,1,0.2,123.92,95.19,99.14,95.19,3.95,0.0398
ITEM0034718,ORD007261,PROD0019,2,0.15,50.0,26.99,85.0,53.98,31.02,0.3649
ITEM0034719,ORD019758,PROD0006,1,0.25,59.81,39.24,44.86,39.24,5.62,0.1252
ITEM0034720,ORD010393,PROD0131,3,0.0,50.0,30.69,150.0,92.07,57.93,0.3862
ITEM0034721,ORD005040,PROD0102,1,0.2,92.61,56.5,74.09,56.5,17.59,0.2374
ITEM0034722,ORD016341,PROD0036,3,0.0,72.1,51.47,216.3,154.41,61.89,0.2861
ITEM0034723,ORD006748,PROD0112,3,0.05,93.66,64.72,266.93,194.16,72.77,0.2726
ITEM0034724,ORD009214,PROD0077,1,0.15,62.38,33.13,53.02,33.13,19.89,0.3752
ITEM0034725,ORD001159,PROD0165,1,0.0,50.0,38.09,50.0,38.09,11.91,0.2382
ITEM0034726,ORD014220,PROD0157,2,0.2,328.74,269.33,525.98,538.66,-12.68,-0.0241
ITEM0034727,ORD019479,PROD0170,1,0.1,153.91,111.94,138.52,111.94,26.58,0.1919
ITEM0034728,ORD004616,PROD0155,6,0.15,80.46,51.13,410.35,306.78,103.57,0.2524
ITEM0034729,ORD018480,PROD0038,3,0.0,242.25,132.52,726.75,397.56,329.19,0.453
ITEM0034730,ORD004061,PROD0036,6,0.2,72.1,51.47,346.08,308.82,37.26,0.1077
ITEM0034731,ORD013770,PROD0067,3,0.15,67.01,47.53,170.88,142.59,28.29,0.1655
ITEM0034732,ORD011607,PROD0111,2,0.2,209.98,139.44,335.97,278.88,57.09,0.1699
ITEM0034733,ORD003349,PROD0114,1,0.05,110.74,75.02,105.2,75.02,30.18,0.2869
ITEM0034734,ORD002327,PROD0012,1,0.05,50.0,32.43,47.5,32.43,15.07,0.3173
ITEM0034735,ORD011123,PROD0048,5,0.0,71.92,45.07,359.6,225.35,134.25,0.3733
ITEM0034736,ORD005608,PROD0083,1,0.15,140.64,74.78,119.54,74.78,44.76,0.3745
ITEM0034737,ORD007486,PROD0177,1,0.0,60.05,42.86,60.05,42.86,17.19,0.2863
ITEM0034738,ORD010711,PROD0179,6,0.25,128.35,98.71,577.57,592.26,-14.69,-0.0254
ITEM0034739,ORD018480,PROD0036,2,0.05,72.1,51.47,136.99,102.94,34.05,0.2486
ITEM0034740,ORD013195,PROD0198,5,0.2,112.46,92.21,449.84,461.05,-11.21,-0.0249
ITEM0034741,ORD003972,PROD0136,2,0.3,50.0,38.39,70.0,76.78,-6.78,-0.0969
ITEM0034742,ORD012181,PROD0025,4,0.1,62.09,45.3,223.52,181.2,42.32,0.1893
ITEM0034743,ORD003753,PROD0017,5,0.25,50.0,30.6,187.5,153.0,34.5,0.184
ITEM0034744,ORD016684,PROD0007,2,0.1,161.81,120.29,291.26,240.58,50.68,0.174
ITEM0034745,ORD018168,PROD0050,1,0.1,66.83,52.44,60.15,52.44,7.71,0.1281
ITEM0034746,ORD016047,PROD0196,1,0.1,53.91,37.86,48.52,37.86,10.66,0.2197
ITEM0034747,ORD019681,PROD0012,1,0.15,50.0,32.43,42.5,32.43,10.07,0.2369
ITEM0034748,ORD018784,PROD0197,2,0.0,110.11,67.58,220.22,135.16,85.06,0.3863
ITEM0034749,ORD012058,PROD0109,1,0.05,234.39,153.57,222.67,153.57,69.1,0.3103
ITEM0034750,ORD002606,PROD0061,6,0.15,69.3,43.84,353.43,263.04,90.39,0.2558
ITEM0034751,ORD007771,PROD0022,1,0.0,59.22,31.23,59.22,31.23,27.99,0.4726
ITEM0034752,ORD000886,PROD0128,2,0.1,78.29,46.8,140.92,93.6,47.32,0.3358
ITEM0034753,ORD019901,PROD0110,1,0.15,60.51,46.69,51.43,46.69,4.74,0.0922
ITEM0034754,ORD001314,PROD0182,1,0.1,104.37,64.95,93.93,64.95,28.98,0.3085
ITEM0034755,ORD000914,PROD0096,5,0.05,156.16,78.83,741.76,394.15,347.61,0.4686
